AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,Id,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,Tags
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,2957738,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/19/2024,9/19/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,2962186,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2,0.000155,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US West (Oregon)",Usage-Based,9/4/2024,9/4/2024,NULL,NULL,NULL,NULL,NULL,31,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000155,0.000005,Standard,31,API Requests,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),NULL,NULL,NULL,Management and Governance,2969016,AWS Systems Manager,PMR4PXW56N3ZAP3T,PMR4PXW56N3ZAP3T.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith,
us-west-2,0.0041,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.000025 per state transition,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,164,StateTransitions,0,0,0,"Amazon Web Services, Inc.",0.0041,0.000025,Standard,164,StateTransitions,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:states:us-test-2:365499461711:stateMaleine:CKS-prol1,NULL,NULL,Compute,2996507,AWS Step Functions,XMHKSF96BVDUEV9U,XMHKSF96BVDUEV9U.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, ColumbusEngineering
us-east-1f,0.448404264,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/21/2024,9/21/2024,NULL,NULL,NULL,NULL,NULL,0.276111,Hours,0,2,0,"Amazon Web Services, Inc.",0.448404264,1.624,Standard,0.276111,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-05l289e51l599a98a,NULL,instance,Compute,3007611,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1c,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/18/2024,9/18/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-05bl30287le086973,NULL,instance,Compute,3034112,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3068944,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1a,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/27/2024,9/27/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-034ll93ll3l40l55e,NULL,instance,Compute,3113956,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/19/2024,9/19/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3114162,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2a,0.0033,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,t2.micro Linux/UNIX Spot Instance-hour in US West (Oregon) in VPC Zone #1,Usage-Based,9/11/2024,9/11/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0116,0.0116,Dynamic,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0e2e44706l2le43aa,NULL,NULL,Compute,3118015,Amazon Elastic Compute Cloud,8P2EMJP9KDQKF2J3,8P2EMJP9KDQKF2J3.JRTCKXETXF.6YS6EN2CT7,51738928782,Atlas Nimbus, MadridProcurement
us-west-2c,0.192,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.192 per On Demand Linux m5.xlarge Instance Hour,Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.192,0.192,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-02l8fl9062a1031ab,NULL,instance,Compute,3146219,Amazon Elastic Compute Cloud,T5CRJD6MS45TWRHG,T5CRJD6MS45TWRHG.JRTCKXETXF.6YS6EN2CT7,85742851457,Orion Odyssey, HamburgEngineering
us-west-2,0.031944444,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.23 per GB-month of provisioned gp2 storage for Multi-AZ deployments running PostgreSQL,Usage-Based,9/15/2024,9/15/2024,NULL,NULL,NULL,NULL,NULL,0.138888889,GB-Months,0,0,0,"Amazon Web Services, Inc.",0.031944444,0.23,Standard,0.138888889,GB-Months,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:223325909771:lf:terraborc-20180531171911186800000001,NULL,NULL,Databases,3149145,Amazon Relational Database Service,DBHK52NRMSR2EUCF,DBHK52NRMSR2EUCF.JRTCKXETXF.6YS6EN2CT7,69460568468,Nimbus Orion, Des MoinesFinance
ap-northeast-1,0.125,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,USD 0.125 per db.t3.medium Single-AZ instance hour (or partial hour) running Aurora MySQL,Usage-Based,9/10/2024,9/10/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.125,0.125,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",ap-northeast-1,Asia Pacific (Tokyo),arn:ats:rls:ap-norteeast-1:445842163788:lf:temtra-clsqm-1,NULL,NULL,Databases,3150255,Amazon Relational Database Service,GW2TKRKVVEE6RQ6F,GW2TKRKVVEE6RQ6F.JRTCKXETXF.6YS6EN2CT7,67782387614,Atlas Apollo, KupangArchitecture
us-west-2,0.342,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.342 per RDS db.m5.large Multi-AZ instance hour (or partial hour) running MySQL,Usage-Based,9/3/2024,9/3/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.342,0.342,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:540902283900:lf:terraborc-20180927162633774000000001,NULL,NULL,Databases,3152416,Amazon Relational Database Service,DYABU2ES8VWH2PKH,DYABU2ES8VWH2PKH.JRTCKXETXF.6YS6EN2CT7,58417724665,Zenith Pioneer, ShanghaiIT
us-west-2a,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 480 Mbps per m5.large instance-hour (or partial hour),Usage-Based,9/13/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0767a2363baa996l9,NULL,NULL,Storage,3191122,Amazon Elastic Compute Cloud,CV5S3QJ2UJAGVWG7,CV5S3QJ2UJAGVWG7.JRTCKXETXF.6YS6EN2CT7,45038667490,Odyssey Atlas, OsakaDesign
us-west-2,0.342,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.342 per RDS db.m5.large Multi-AZ instance hour (or partial hour) running MySQL,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.342,0.342,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:218960498584:lf:terraborc-20180124200539522900000002,NULL,NULL,Databases,3199096,Amazon Relational Database Service,DYABU2ES8VWH2PKH,DYABU2ES8VWH2PKH.JRTCKXETXF.6YS6EN2CT7,82351714785,Horizon Eclipse, BostonFinance
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3217074,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
eu-west-2b,0.111,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.111 per On Demand Linux m5.large Instance Hour,Usage-Based,9/8/2024,9/8/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.111,0.111,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-west-2,EU (London),i-06ae42611581409lb,NULL,instance,Compute,3223291,Amazon Elastic Compute Cloud,GHP9N4YDQPV2EMET,GHP9N4YDQPV2EMET.JRTCKXETXF.6YS6EN2CT7,86259583660,Voyager Orion,
us-east-1d,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0b4l335fb8149fel8,NULL,instance,Compute,3228036,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
eu-central-1a,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 695 Mbps per t3.xlarge instance-hour (or partial hour),Usage-Based,9/8/2024,9/8/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-central-1,EU (Frankfurt),i-04l8beb2b1b116a1e,NULL,NULL,Storage,3247995,Amazon Elastic Compute Cloud,HMXM96C9BJNEEHAU,HMXM96C9BJNEEHAU.JRTCKXETXF.6YS6EN2CT7,21473187560,Orion Pioneer, PeoriaSRE
us-east-1,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 per hour for 25 units of read capacity for a month (free tier),Usage-Based,9/27/2024,9/27/2024,NULL,NULL,NULL,NULL,NULL,1,ReadCapacityUnit-Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,ReadCapacityUnit-Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:ats:llnacolf:us-east-1:391835788720:tafme/tbstate-molf-plt-gea-prol,NULL,NULL,Databases,3250793,Amazon DynamoDB,4V475Q49DCKGXQZ2,4V475Q49DCKGXQZ2.JRTCKXETXF.HBHVWY47CM,11353890204,Atlas Orion,
us-east-1c,1.14,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.14 per On Demand Linux g3.4xlarge Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",1.14,1.14,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-07447b50l4l761004,NULL,instance,Compute,3252594,Amazon Elastic Compute Cloud,SQ37ZQ2CZ2H95VDC,SQ37ZQ2CZ2H95VDC.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3253645,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-2b,0.0116,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0116 per On Demand Linux t2.micro Instance Hour,Usage-Based,9/21/2024,9/21/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0.0116,0.0116,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-08l4lfb59817f5lla,NULL,instance,Compute,3296148,Amazon Elastic Compute Cloud,F9GPUA3E29X6GJVE,F9GPUA3E29X6GJVE.JRTCKXETXF.6YS6EN2CT7,68988428841,Nimbus Nimbus, ChandlerProcurement
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/14/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3325097,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2,0.4,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,4,vCPU-Hours,0,0,0,"Amazon Web Services, Inc.",0.4,0.1,Standard,4,vCPU-Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:961082193871:lf:terraborc-20180918211143281500000001,NULL,NULL,Databases,3326614,Amazon Relational Database Service,TB3JHXC6ZCYSVN98,TB3JHXC6ZCYSVN98.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, BangkokAI
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/12/2024,9/12/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3330328,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3354959,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1c,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/24/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0b28379202ee36a43,NULL,instance,Compute,3373598,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
ap-south-1b,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0448 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/6/2024,9/6/2024,Spend,arn:aws:savingsplans::365499461711:savingsplan/37985e61-4fcb-4023-9dd7-e524c80342a2,NULL,Used,Savings Plan,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0448,0.0448,Committed,1,Hours,AWS,"Amazon Web Services, Inc.",ap-south-1,Asia Pacific (Mumbai),i-02l29l037lelel143,NULL,instance,Compute,3376739,Amazon Elastic Compute Cloud,4NK2QE2HS7XC4TZC,4NK2QE2HS7XC4TZC.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, SanDesign
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3396124,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2a,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 1700 Mbps per m5.2xlarge instance-hour (or partial hour),Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0l2l77515lf9lb30a,NULL,NULL,Storage,3398546,Amazon Elastic Compute Cloud,ZF77MD6MKME6PQDZ,ZF77MD6MKME6PQDZ.JRTCKXETXF.6YS6EN2CT7,69460568468,Nimbus Orion, CharlotteSRE
us-west-2,0.342,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.342 per RDS db.m5.large Multi-AZ instance hour (or partial hour) running MySQL,Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.342,0.342,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:961082193871:lf:terraborc-0026l1aa48172l4503227l08f3,NULL,NULL,Databases,3400919,Amazon Relational Database Service,DYABU2ES8VWH2PKH,DYABU2ES8VWH2PKH.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, NaplesAI
us-east-1,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 per hour for 25 units of read capacity for a month (free tier),Usage-Based,9/18/2024,9/18/2024,NULL,NULL,NULL,NULL,NULL,1,ReadCapacityUnit-Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,ReadCapacityUnit-Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:ats:llnacolf:us-east-1:561134494941:tafme/terraborc-molfs,NULL,NULL,Databases,3401418,Amazon DynamoDB,4V475Q49DCKGXQZ2,4V475Q49DCKGXQZ2.JRTCKXETXF.HBHVWY47CM,84445137922,Pioneer Nimbus,
us-east-1b,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/29/2024,9/29/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0a29fea52blll8080,NULL,instance,Compute,3401733,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3409418,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1,0.2,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Usage-Based,9/8/2024,9/8/2024,NULL,NULL,NULL,NULL,NULL,2,vCPU-Hours,0,0,0,"Amazon Web Services, Inc.",0.2,0.1,Standard,2,vCPU-Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:ats:rls:us-east-1:561134494941:lf:pietorestore,NULL,NULL,Databases,3412788,Amazon Relational Database Service,UMFCFZSDUDYBGTKN,UMFCFZSDUDYBGTKN.JRTCKXETXF.6YS6EN2CT7,84445137922,Pioneer Nimbus,
us-east-2b,0.0116,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0116 per On Demand Linux t2.micro Instance Hour,Usage-Based,9/22/2024,9/21/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0.0116,0.0116,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-037929a54982e113l,NULL,instance,Compute,3430788,Amazon Elastic Compute Cloud,F9GPUA3E29X6GJVE,F9GPUA3E29X6GJVE.JRTCKXETXF.6YS6EN2CT7,79982682937,Voyager Horizon, SpokaneDesign
us-east-1b,0.06025548,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.68 per On Demand Linux c5.4xlarge Instance Hour,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,0.088611,Hours,0,1,0,"Amazon Web Services, Inc.",0.06025548,0.68,Standard,0.088611,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0967l18ae0fe4lf80,NULL,instance,Compute,3435738,Amazon Elastic Compute Cloud,QW4FHUGEZYB74TW8,QW4FHUGEZYB74TW8.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.001235,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,247,API Requests,0,0,0,"Amazon Web Services, Inc.",0.001235,0.000005,Standard,247,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,3452889,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
